date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AMD,AVGO,ORCL,CRM,ADBE,CSCO,IBM,INTC,QCOM,ACN,NOW,TXN,DIS,CMCSA,NFLX,JPM,GS,BAC,MS,BLK,C,WFC,SCHW,AXP,USB,SPGI,ICE,BK,JNJ,UNH,ABBV,LLY,MRK,TMO,ABT,PFE,DHR,ISRG,GILD,WMT,HD,COST,MCD,NKE,KO,PEP,PG,LOW,TJX,SBUX,BKNG,CAT,DE,BA,GE,UPS,RTX,HON,UNP,CSX,LMT,ETN,XOM,CVX,COP,SLB,EOG,FCX,NEM,NEE,AMT,PLD
2018-11-07,52.49,111.96,55.41,87.77,151.53,5.34,23.21,21.84,23.44,50.26,141.79,253.43,47.9,124.84,48.72,63.21,163.87,38.17,97.2,117.05,35.88,32.75,111.48,231.28,28.54,46.61,424.73,68.26,53.58,48.58,107.31,52.58,186.72,78.55,48.77,144.75,274.63,86.96,109.72,71.59,245.53,72.5,44.4,92.25,181.89,72.48,34.77,187.23,240.37,184.25,77.97,49.37,115.61,91.29,100.6,55.42,68.16,1998.17,135.1,148.43,372.02,44.028,111.13,77.0,141.52,152.87,24.1,309.82,75.42,83.03,120.87,70.03,52.32,109.15,12.33,32.5,43.38,156.95,67.08
2018-11-08,52.12,111.75,54.73,87.75,147.87,5.15,23.43,21.2,24.03,50.43,141.87,249.96,48.44,123.38,48.99,58.05,164.5,37.23,98.48,116.0,35.88,31.79,112.38,231.65,28.87,46.43,421.39,67.78,53.16,48.63,108.5,52.93,188.16,79.95,49.03,145.3,276.65,87.73,110.1,71.97,245.57,72.96,43.85,92.85,180.01,71.88,34.96,188.0,238.7,185.48,77.78,49.33,116.06,91.36,99.47,55.54,68.72,1977.61,131.39,146.67,370.77,43.5494,111.5,77.47,141.85,152.39,23.89,308.56,74.24,81.71,119.36,66.91,51.58,104.85,11.93,32.42,43.49,159.36,67.12
2018-11-09,51.12,109.57,53.85,85.62,144.96,5.14,23.37,21.03,23.9,50.61,136.92,244.84,47.11,123.54,48.11,56.72,165.15,35.52,96.1,118.0,35.92,30.35,111.29,222.65,28.52,45.73,413.95,65.76,53.04,47.64,108.28,53.15,186.27,79.08,48.5,145.34,276.55,88.79,112.21,71.38,243.45,72.79,44.28,92.53,177.52,71.18,35.19,185.99,237.74,185.94,76.36,49.68,117.48,92.41,96.82,55.64,68.6,1937.64,126.91,144.81,369.34,41.0609,109.51,77.09,141.63,150.25,23.55,313.12,73.43,80.87,119.51,66.73,50.4,105.51,11.35,32.02,44.14,160.14,67.57
2018-11-12,48.54,106.87,52.47,81.84,141.55,4.74,22.09,19.03,22.36,49.22,130.5,236.67,45.62,120.9,46.65,54.49,162.44,34.47,93.47,116.7,35.6,29.41,108.95,206.05,27.75,44.13,405.42,64.21,52.35,46.73,106.49,52.92,182.21,77.9,47.98,145.62,272.38,89.69,113.2,71.22,236.34,70.56,44.11,90.01,168.0,70.49,34.62,179.43,234.48,184.37,75.1,49.87,116.97,92.7,95.65,54.57,67.91,1906.28,125.0,144.57,357.03,38.2374,107.72,75.67,139.57,147.77,23.21,305.12,72.51,79.83,117.39,65.14,49.45,101.25,11.16,31.53,44.62,161.03,67.76
2018-11-13,48.06,106.94,52.4,81.56,142.16,4.98,22.58,19.61,22.48,49.51,132.16,238.74,45.12,120.84,47.39,54.16,161.45,33.73,94.48,116.85,35.34,29.44,109.59,205.05,27.76,44.68,407.31,64.78,52.74,47.05,107.86,53.69,180.07,78.91,48.2,144.68,269.22,88.22,112.39,71.14,235.02,69.49,43.52,89.07,167.81,70.92,34.31,179.0,234.14,184.01,75.2,49.86,117.14,93.47,95.59,53.75,67.41,1910.08,125.96,147.23,349.51,41.2045,109.4,76.16,139.14,148.59,23.43,305.74,72.31,78.0,115.35,63.72,47.34,98.52,11.25,31.41,44.67,161.31,67.55
2018-11-14,46.7,104.97,52.73,79.95,144.22,4.93,22.93,20.81,22.62,48.84,129.35,235.22,44.33,120.2,47.09,53.94,160.29,33.48,94.7,117.12,35.87,28.67,107.33,202.49,27.21,43.85,401.98,63.5,52.15,46.86,107.77,54.0,179.08,78.8,48.23,144.25,264.96,88.31,109.81,70.64,235.08,69.41,42.91,89.3,166.21,70.55,33.84,179.9,233.31,183.85,75.2,49.76,116.65,93.49,94.91,52.64,67.04,1888.37,125.1,147.22,344.72,39.8166,109.5,76.02,139.0,148.56,23.5,303.39,72.36,77.39,115.72,64.12,47.81,98.07,11.54,32.4,44.21,163.41,67.56
2018-11-15,47.85,107.28,53.55,80.97,143.85,5.06,23.23,21.49,23.63,50.63,132.49,239.95,46.77,121.44,48.11,55.39,162.49,34.59,97.96,117.11,36.06,29.01,110.07,203.74,27.9,44.3,406.88,64.6,52.82,47.32,109.6,54.66,181.1,80.19,49.22,144.5,264.94,90.14,112.2,71.36,237.69,70.73,43.21,90.1,171.21,69.78,33.18,177.36,229.94,183.56,74.33,49.74,116.8,93.83,93.68,52.47,67.62,1888.87,129.42,146.7,341.57,39.0988,110.45,76.52,139.23,151.43,24.07,305.48,73.98,78.19,116.95,65.21,48.08,101.59,11.96,32.86,44.8,162.13,66.72
2018-11-16,48.38,108.29,53.41,79.67,139.53,4.11,23.62,20.66,23.76,51.17,132.55,238.89,46.35,121.57,48.83,55.88,165.0,34.22,97.85,116.19,36.15,28.62,109.99,202.12,27.75,44.13,411.0,64.95,52.94,46.96,109.46,54.92,181.33,81.22,49.39,145.99,271.11,91.53,113.83,72.52,241.06,72.04,43.51,91.48,172.85,69.2,32.56,177.02,231.02,187.59,74.74,50.17,118.35,93.82,93.25,51.49,68.16,1855.32,129.96,147.87,335.95,38.3809,110.09,76.75,139.96,151.42,24.2,301.24,74.24,78.96,119.06,66.12,48.22,105.2,11.96,33.32,45.1,163.98,67.31
2018-11-19,46.47,104.62,51.37,75.61,131.55,3.62,23.56,19.11,22.91,49.55,121.01,219.69,45.75,120.31,48.0,54.9,162.77,31.36,94.62,115.42,35.77,27.06,110.83,198.22,27.75,44.41,407.78,64.62,53.32,45.97,108.25,55.0,177.28,81.39,50.12,147.73,266.05,89.48,115.81,72.8,232.88,70.54,44.18,89.79,160.89,68.01,32.26,173.59,228.74,186.72,72.52,50.51,119.01,93.29,91.35,48.96,67.91,1780.0,125.98,142.57,320.94,37.5195,111.29,75.41,138.95,150.64,24.03,294.59,73.48,79.22,119.42,66.44,48.31,105.71,11.51,32.79,45.5,166.23,67.7
2018-11-20,44.24,101.71,51.52,74.77,132.43,3.73,23.17,19.21,22.77,48.33,120.67,219.73,44.49,117.2,47.39,54.92,158.9,31.45,96.84,111.87,34.44,26.7,108.45,191.34,27.38,43.1,402.92,62.53,52.54,44.53,106.09,54.11,175.5,79.92,49.38,146.45,261.5,88.09,114.72,71.3,233.4,69.06,43.53,90.39,161.75,67.57,31.39,169.05,219.31,183.71,71.12,49.38,116.0,92.1,86.18,46.82,67.18,1750.43,122.27,138.52,317.7,36.6102,108.51,74.32,135.72,141.56,23.07,293.86,72.95,76.97,116.1,63.99,46.9,102.36,10.88,32.9,44.69,160.64,66.7
2018-11-21,44.2,103.11,52.17,75.84,134.82,3.62,22.55,18.73,23.0,48.62,123.59,225.98,44.89,118.57,47.03,55.27,156.98,31.83,96.13,113.03,35.14,26.21,107.64,192.6,27.27,43.73,407.62,62.87,52.43,44.87,106.5,53.68,177.64,79.33,49.96,141.99,260.55,86.15,112.23,71.31,233.02,68.53,43.1,91.25,163.87,66.74,31.39,169.3,218.57,182.72,72.37,48.73,115.28,91.41,88.37,46.16,66.77,1760.4,123.87,141.88,317.32,37.376,108.77,74.14,135.77,144.1,23.4,294.29,74.08,77.56,117.57,65.48,47.64,106.0,11.41,33.59,44.05,160.31,66.92
2018-11-23,43.07,103.07,51.51,75.1,131.73,3.63,21.72,19.38,22.99,48.7,122.03,225.56,44.54,117.19,46.54,55.25,156.93,32.13,95.1,112.08,35.03,25.88,106.65,189.1,26.97,43.08,406.61,61.75,51.83,44.08,105.74,53.52,174.75,78.92,49.86,142.23,261.62,85.63,112.87,71.2,235.01,68.11,43.14,90.78,163.19,66.59,31.7,168.85,220.06,181.93,71.49,49.02,115.41,91.54,87.81,45.86,65.7,1764.08,122.32,142.84,312.32,36.2274,108.69,76.11,134.98,143.54,23.26,295.38,74.09,75.49,113.6,63.8,46.37,100.7,10.77,32.46,44.33,160.39,66.96
2018-11-26,43.66,106.47,52.8,79.07,136.38,3.83,23.07,20.08,23.53,48.26,126.41,231.96,45.57,119.56,47.45,55.73,158.4,33.45,96.38,112.55,35.38,26.14,109.26,194.34,27.56,44.28,418.49,63.73,52.88,45.09,109.68,54.16,177.4,80.37,50.93,141.37,266.16,86.24,112.38,71.93,240.19,68.81,43.34,91.55,167.76,66.94,31.72,169.82,219.45,183.89,72.71,48.87,115.86,91.94,89.31,46.12,65.69,1802.44,124.8,148.92,316.36,36.2753,110.64,75.48,134.94,142.76,23.47,295.28,75.09,76.98,114.98,64.7,46.63,102.54,11.09,32.47,44.26,161.59,66.36
2018-11-27,43.56,107.14,52.61,79.07,135.0,3.84,22.93,21.05,23.58,47.44,127.54,232.25,46.12,120.03,48.07,55.57,159.11,33.15,96.28,113.9,35.94,26.66,109.72,193.65,27.74,44.05,417.16,63.46,53.19,45.33,110.11,53.72,177.04,81.37,51.37,143.22,271.15,87.68,114.22,72.79,241.99,69.71,44.07,92.19,165.62,67.44,31.68,173.22,223.01,184.63,72.09,49.37,116.44,92.72,91.64,45.55,66.08,1824.61,124.6,147.81,318.03,35.6053,111.51,72.36,134.63,147.38,23.47,295.29,75.35,77.05,115.21,65.28,46.2,101.95,11.24,31.96,44.5,162.08,66.66
2018-11-28,45.24,111.12,54.59,83.89,136.76,4.0,23.19,21.34,23.52,48.19,140.64,249.21,47.29,123.0,48.86,56.65,162.21,35.57,98.26,116.1,36.59,28.26,110.94,198.35,28.43,45.31,427.27,65.58,54.35,45.66,112.89,54.29,183.19,81.66,51.61,146.44,280.95,88.94,115.53,73.64,247.4,72.83,44.9,94.82,173.97,69.19,32.49,177.43,230.34,187.85,74.66,49.71,118.5,93.01,93.69,47.85,66.82,1869.45,130.77,152.01,333.5,37.041,113.55,72.39,135.96,151.98,24.25,299.94,76.57,78.45,118.14,66.35,46.41,103.77,11.97,32.69,44.51,162.0,67.35
2018-11-29,44.89,110.19,54.73,83.68,138.68,3.93,22.74,21.43,23.58,47.9,139.72,249.09,47.34,121.48,47.7,58.11,161.07,35.82,97.43,116.61,36.93,28.88,110.06,194.85,28.04,44.51,422.94,64.9,54.04,44.16,111.31,54.04,180.35,81.09,50.68,145.85,282.55,89.91,117.0,74.29,248.57,73.26,45.51,95.68,173.66,69.69,32.43,175.66,231.0,189.26,74.34,48.98,118.27,92.82,93.2,47.49,66.88,1865.15,130.23,149.97,342.56,37.9981,113.26,71.48,137.32,150.48,23.92,302.42,76.01,79.06,118.85,66.87,45.9,105.47,11.82,32.34,44.28,162.72,67.18
2018-11-30,44.65,110.89,55.48,84.51,140.61,4.09,23.37,21.3,23.74,48.76,142.76,250.89,47.87,124.27,49.31,58.26,164.52,37.05,99.85,115.49,36.54,28.61,111.19,190.69,28.4,44.39,428.01,64.79,54.28,44.8,112.27,54.46,182.86,81.72,51.31,146.9,281.36,94.27,118.64,75.65,249.55,74.05,46.23,97.1,176.96,71.94,32.55,180.32,231.28,188.51,75.12,50.4,121.94,94.51,94.37,48.85,66.72,1891.88,135.67,154.88,346.76,35.8924,115.29,71.86,138.27,153.78,24.21,300.43,76.94,79.5,118.94,66.18,45.1,103.31,11.94,32.34,45.43,164.49,67.34
2018-12-03,46.21,112.09,55.82,88.62,141.09,4.25,23.9,23.71,24.21,49.83,144.15,255.26,48.74,125.31,50.13,59.14,166.82,37.62,101.17,115.74,36.68,29.03,112.24,191.63,28.54,45.41,434.87,65.16,54.24,45.46,112.36,54.4,185.2,81.13,50.64,146.21,286.33,93.66,118.52,75.54,251.98,74.27,45.99,96.3,182.98,70.86,32.92,181.74,232.08,185.37,77.94,49.69,118.98,93.32,94.29,48.39,67.5,1919.7,138.95,162.21,359.96,37.376,115.27,72.9,140.37,157.13,24.38,296.79,78.01,81.22,120.67,69.11,46.3,108.11,12.09,33.22,45.62,163.08,68.65
2018-12-04,44.17,108.52,53.12,83.42,137.93,3.93,23.98,21.12,23.2,48.75,139.24,245.82,47.35,121.6,47.75,57.73,164.21,36.17,96.11,112.87,35.31,27.53,107.23,184.31,26.99,43.12,408.75,62.26,51.78,43.01,107.64,52.6,177.62,79.12,48.7,146.03,278.55,90.55,116.52,74.57,243.89,71.5,45.14,94.22,172.94,69.55,31.94,175.3,226.35,185.04,75.79,49.58,117.8,93.31,90.33,47.17,66.65,1863.14,129.32,151.59,342.5,34.8396,106.77,71.29,134.43,153.03,23.53,286.73,74.99,79.43,117.24,66.92,44.12,104.07,11.5,33.79,45.54,163.48,66.86
2018-12-06,43.68,109.19,53.9,84.96,139.63,3.96,24.2,21.3,22.72,46.68,142.06,250.63,48.39,123.91,48.37,57.11,159.25,37.52,97.32,114.33,35.49,28.29,105.19,184.09,26.28,42.61,400.23,60.06,51.09,42.6,108.25,52.34,173.49,79.26,47.84,145.91,276.85,90.33,115.84,74.73,242.04,71.54,44.98,92.95,173.03,70.19,31.59,175.96,233.2,185.45,75.54,49.38,116.84,93.55,90.95,46.46,66.55,1882.24,128.37,154.39,331.9,35.1746,108.04,71.63,133.38,151.68,23.27,286.35,73.29,78.39,115.91,66.61,42.32,102.13,11.15,32.66,45.67,167.63,68.48
2018-12-07,42.12,104.82,52.33,81.46,137.42,3.69,23.86,19.46,22.86,46.0,135.95,238.0,46.44,119.34,46.24,55.99,157.45,36.48,92.38,111.98,35.05,26.51,103.29,179.67,25.43,41.32,393.1,58.35,50.26,41.47,106.68,51.76,169.14,78.55,47.71,145.43,269.18,86.96,113.58,73.15,235.86,69.95,43.92,90.3,163.9,68.15,31.06,172.79,224.86,182.96,73.34,49.09,115.82,92.45,89.4,45.29,65.47,1834.51,123.55,147.26,323.22,33.5474,105.32,70.45,130.69,147.45,22.68,285.4,71.25,77.64,115.49,65.91,43.04,103.61,10.92,33.39,45.72,166.43,66.84
2018-12-10,42.4,107.59,52.66,82.05,141.85,3.8,24.34,19.99,23.93,46.67,137.27,244.09,46.86,121.13,47.21,57.24,157.72,36.98,93.8,111.86,34.99,26.97,101.36,178.83,24.76,40.71,393.26,57.07,48.8,41.1,105.79,50.58,169.12,78.93,47.56,145.26,266.53,87.61,114.09,73.82,237.08,70.92,44.4,90.16,166.04,67.49,31.31,171.69,222.66,184.65,72.51,49.24,116.19,93.03,89.43,46.21,65.49,1826.01,123.39,147.03,326.35,33.1646,104.4,70.43,129.98,148.04,22.77,298.4,71.33,76.54,114.94,65.2,41.97,101.71,10.69,33.53,45.65,166.19,65.94
2018-12-11,42.16,108.59,53.08,82.16,142.08,3.7,24.45,19.98,24.68,46.46,136.79,245.34,47.09,120.89,47.38,57.35,158.3,36.68,94.54,111.97,34.51,26.53,100.37,176.8,24.58,40.62,385.66,56.22,47.76,41.25,105.4,50.12,166.8,78.09,47.67,146.5,267.22,88.17,114.5,73.52,237.5,71.84,44.01,89.81,169.35,67.72,31.28,172.21,226.5,183.59,73.57,49.54,117.29,93.91,89.48,45.73,65.92,1852.35,123.24,147.0,322.03,32.351,103.58,70.15,128.9,147.84,22.7,292.15,70.92,76.68,115.47,65.44,41.24,102.07,10.76,33.34,45.74,166.64,66.47
2018-12-12,42.27,109.08,53.69,83.18,144.5,3.72,24.44,20.48,25.5,47.32,140.09,245.55,47.42,121.16,47.83,57.72,158.62,37.53,95.81,112.21,34.64,27.49,101.02,176.7,24.52,40.81,390.07,55.98,47.74,41.88,107.48,50.13,169.15,78.0,48.06,147.1,270.64,88.6,114.34,74.38,241.27,72.53,44.16,90.44,171.88,68.14,31.04,174.21,227.8,183.48,74.32,49.22,117.0,94.03,92.11,46.1,66.13,1856.15,125.37,148.14,326.69,32.1117,101.21,70.58,130.3,147.34,22.96,292.5,71.11,76.02,115.62,65.27,41.44,103.93,11.07,34.08,45.33,164.65,64.64
2018-12-13,42.74,109.45,53.68,82.92,145.01,3.72,25.12,19.86,25.83,47.23,141.14,248.08,47.47,120.73,48.29,58.09,160.25,37.63,95.84,113.39,34.44,27.6,101.12,175.92,24.4,40.6,387.27,55.77,47.03,41.43,106.7,49.19,169.54,77.59,48.09,147.84,272.15,87.71,114.86,75.34,241.52,72.18,44.57,90.86,170.75,67.35,30.99,173.87,226.51,186.43,72.93,49.47,118.35,96.49,94.29,45.81,66.91,1833.07,125.9,148.31,325.47,34.4567,100.78,70.33,130.8,145.84,22.95,292.23,70.8,76.98,115.94,66.13,41.02,102.83,10.92,34.04,45.55,166.8,65.12
2018-12-14,41.37,106.03,52.59,79.6,144.06,3.66,24.38,19.9,25.48,46.6,137.04,230.0,45.82,119.9,47.86,57.62,155.53,36.4,94.26,112.2,34.04,26.68,100.29,172.77,24.48,39.64,382.3,55.02,46.54,41.19,105.7,48.75,166.62,77.1,48.67,133.0,265.02,85.61,111.93,72.92,234.19,70.76,43.8,88.99,163.94,65.57,30.62,172.29,207.06,183.29,72.53,49.34,113.95,96.64,93.36,45.22,65.34,1807.14,126.77,149.01,318.75,33.9781,98.66,70.07,128.55,142.57,21.94,287.7,70.58,75.58,113.83,64.55,39.1,100.08,10.57,33.31,45.31,166.6,64.81
2018-12-17,40.99,102.89,51.28,76.05,140.19,3.59,23.23,18.83,25.41,45.73,130.83,221.38,44.2,116.1,47.08,57.0,151.67,34.29,91.92,110.62,33.92,26.28,99.01,168.01,24.47,39.6,378.25,54.25,46.61,40.7,101.18,47.94,166.29,76.38,48.98,129.14,258.07,84.93,108.36,71.73,228.87,69.75,43.11,88.97,160.58,65.12,30.26,167.97,202.23,180.79,69.9,48.33,112.87,92.77,90.45,44.34,64.47,1739.52,124.47,146.08,316.13,34.2174,96.87,68.01,126.61,139.6,21.56,279.23,69.18,74.04,112.45,63.12,39.05,96.21,10.59,33.61,43.91,160.94,61.52
2018-12-18,41.52,103.97,52.17,77.57,143.66,3.67,22.47,19.5,24.97,45.85,132.32,226.18,44.06,116.65,47.74,57.78,152.14,34.71,94.54,109.45,33.4,27.09,98.54,171.5,24.47,39.89,383.35,53.93,46.52,40.45,101.02,47.26,167.99,75.01,46.73,130.42,252.97,83.58,106.5,70.87,230.3,70.08,42.4,89.28,160.79,64.84,30.36,170.04,202.99,179.71,71.15,48.32,111.84,92.49,91.46,44.07,64.92,1769.42,124.27,149.23,328.06,34.8396,97.28,68.29,127.37,139.78,21.3,279.47,68.88,72.0,109.74,61.91,37.84,94.01,10.6,34.16,44.0,162.31,62.63
2018-12-19,40.22,103.69,51.77,74.75,133.24,3.46,22.2,18.16,24.39,46.45,131.16,224.65,43.14,116.43,45.57,56.69,150.96,34.81,90.53,109.22,32.97,26.68,97.29,169.25,24.18,39.3,372.19,52.82,45.67,39.72,98.77,46.22,167.01,75.08,45.5,127.61,250.31,83.52,109.11,70.34,228.36,69.0,41.97,89.22,157.31,64.2,30.18,167.56,201.41,179.16,68.97,47.9,110.04,91.76,90.33,43.64,64.06,1736.63,122.33,146.08,319.55,36.6581,94.32,67.12,125.56,136.89,20.68,273.96,68.01,70.78,107.83,61.28,37.79,92.98,10.18,32.09,43.63,162.54,61.25
2018-12-20,39.21,101.51,51.18,73.04,133.4,3.38,21.03,17.94,24.19,46.24,127.73,218.65,42.49,113.02,45.54,56.37,143.5,33.98,90.09,107.0,32.43,26.06,96.45,168.41,24.11,38.91,371.67,52.27,46.04,39.62,95.77,45.77,165.56,73.59,45.01,128.27,242.44,85.37,109.29,70.07,219.66,68.38,41.95,87.19,153.29,64.3,29.09,164.16,197.13,173.68,67.53,47.54,110.21,90.98,89.16,42.43,62.15,1705.18,121.55,144.64,313.05,35.6053,93.94,64.65,123.12,134.68,20.54,265.29,67.11,68.63,104.98,60.0,36.2,89.74,10.24,34.09,43.73,161.54,60.37
2018-12-21,37.68,98.23,49.56,68.87,124.95,3.24,21.32,16.93,24.49,44.0,122.91,208.8,41.85,110.94,44.84,54.85,137.2,32.4,90.41,104.22,31.62,24.64,94.17,160.05,23.37,37.68,369.16,50.24,45.12,39.14,91.33,44.61,161.6,72.82,44.64,128.09,238.34,84.92,109.42,69.51,215.79,67.27,41.93,87.29,148.67,62.62,29.04,160.48,194.52,174.15,72.37,47.57,109.42,90.97,87.64,41.93,61.39,1633.39,120.07,142.99,304.55,34.2174,93.5,62.63,121.96,132.54,20.23,256.55,66.37,68.12,104.21,59.8,35.7,87.26,10.05,33.53,43.53,158.0,58.87
2018-12-24,36.71,94.13,49.23,67.2,124.06,3.18,19.69,16.65,23.38,42.69,121.33,205.16,40.28,107.57,43.59,53.65,133.67,31.78,87.8,100.35,30.98,23.39,92.14,156.35,22.73,37.01,361.77,49.26,43.6,38.25,89.5,43.76,159.0,70.68,44.49,122.84,232.94,84.16,106.75,67.84,208.47,65.56,40.55,84.08,144.96,60.54,28.61,158.14,189.99,170.28,68.1,45.96,106.03,87.36,85.96,41.63,60.56,1616.83,116.95,137.38,294.16,33.1167,89.89,60.2,117.61,128.21,19.59,245.22,64.86,65.51,100.99,57.01,35.19,82.86,9.78,34.58,42.02,153.58,55.94
2018-12-26,39.29,100.56,52.39,73.55,134.18,3.33,21.74,17.9,24.81,44.59,130.84,222.95,42.47,111.39,46.19,55.96,139.01,33.9,92.98,105.83,31.98,25.37,95.96,162.93,24.11,39.3,381.23,51.44,45.59,40.56,93.84,45.39,164.92,73.25,46.16,126.71,243.35,89.04,111.09,70.56,217.97,69.62,42.19,88.6,153.99,63.22,30.14,168.28,198.63,174.03,73.01,46.94,108.33,90.09,91.04,43.84,63.08,1703.25,124.76,143.27,313.93,35.366,96.61,62.53,122.08,136.02,20.57,251.62,67.79,68.64,107.39,61.5,36.61,88.99,10.4,34.53,42.59,157.53,57.97
2018-12-27,39.04,101.18,52.65,73.08,134.52,3.28,21.08,17.49,25.09,44.97,135.2,225.14,42.91,113.78,46.36,56.09,140.41,35.64,93.81,106.52,32.29,25.56,97.04,165.41,24.37,39.66,387.8,51.77,45.53,41.06,94.68,45.65,169.14,74.25,46.82,127.41,245.97,89.91,112.89,71.87,221.09,70.63,42.85,89.97,156.23,62.94,30.53,170.32,201.08,175.71,73.67,47.53,109.42,92.02,91.86,43.84,63.2,1717.8,126.67,146.72,317.14,34.7917,97.78,62.38,123.97,137.14,20.69,259.79,68.73,68.94,109.32,62.23,36.33,88.79,10.67,34.99,43.04,158.6,58.0
2018-12-28,39.06,100.39,52.33,73.9,133.2,3.34,22.26,17.82,25.36,44.82,134.68,223.13,42.77,113.03,46.75,56.81,139.82,36.07,93.81,107.3,32.18,25.61,96.83,163.03,24.39,39.37,388.23,51.83,45.78,41.06,94.42,45.21,168.3,74.45,46.65,127.27,246.24,91.12,114.2,71.87,222.45,71.09,42.96,90.26,157.07,61.88,30.71,170.22,202.04,175.56,73.34,47.2,110.36,91.18,91.87,43.81,63.39,1715.83,125.61,145.28,316.38,35.9403,96.53,62.13,123.2,136.78,20.69,261.26,68.24,68.17,108.65,61.67,36.6,87.52,10.47,34.47,43.18,158.83,58.49
2018-12-31,39.44,101.57,52.25,75.1,131.09,3.34,22.19,18.46,25.43,45.15,136.97,226.24,43.33,113.67,46.93,56.91,141.01,35.61,94.5,109.65,31.9,26.77,97.62,167.05,24.64,39.65,392.82,52.06,46.08,41.53,95.32,45.7,169.94,75.33,47.07,129.05,249.12,92.19,115.72,72.86,223.79,72.33,43.65,91.41,159.64,62.55,31.05,171.82,203.71,177.57,74.14,47.35,110.48,91.92,92.36,44.74,64.4,1722.42,127.07,149.17,322.5,36.2274,97.53,62.8,124.48,138.23,20.71,261.84,68.66,68.19,108.79,62.35,36.08,87.21,10.31,34.65,43.46,158.19,58.72
2019-01-02,39.48,101.12,52.73,76.96,135.68,3.41,20.67,18.83,25.35,45.22,135.55,224.57,42.95,115.21,47.08,57.4,140.59,35.66,94.45,108.97,32.2,26.77,99.31,172.03,24.96,40.4,389.42,53.53,46.94,41.58,95.68,46.35,169.85,75.33,47.5,127.75,243.49,89.23,114.88,72.08,219.42,69.5,43.25,89.08,155.34,63.44,31.11,172.41,204.76,176.06,74.06,46.93,109.28,91.28,92.27,44.66,64.32,1721.7,126.38,148.1,323.81,38.5245,97.21,63.88,124.21,137.78,20.65,264.73,68.61,69.69,110.69,63.38,37.2,90.61,10.36,34.48,42.46,156.74,57.03
2019-01-03,35.55,97.4,51.27,75.01,131.74,3.2,20.02,17.05,23.1,44.78,130.4,215.7,41.07,112.91,44.49,55.7,135.79,33.82,88.88,106.33,32.45,27.12,97.11,169.51,24.56,39.68,377.98,52.56,46.57,40.72,93.43,45.7,164.37,73.98,46.56,125.72,236.85,86.29,111.31,70.6,212.17,66.22,42.04,86.53,150.08,65.25,30.95,168.61,200.42,174.9,72.75,46.64,108.26,90.64,91.17,44.19,61.53,1663.12,121.51,144.05,310.9,38.5724,94.45,61.03,122.55,132.68,20.33,258.08,66.63,68.62,108.57,62.18,37.6,89.97,10.07,34.38,42.35,157.68,56.57
2019-01-04,37.07,101.93,53.9,78.77,137.95,3.4,21.18,19.0,23.32,46.71,137.96,226.19,42.92,117.32,47.22,56.6,141.07,35.85,92.9,109.61,33.55,29.76,100.69,175.05,25.58,41.3,391.82,55.13,47.95,42.44,97.64,46.83,172.26,75.67,47.91,127.83,239.62,89.07,114.66,72.72,221.76,68.11,43.0,89.04,157.23,68.25,31.15,173.62,206.24,178.28,74.65,47.57,110.48,92.49,93.87,45.4,63.57,1717.55,128.15,151.68,327.08,39.3859,97.74,63.12,126.84,137.79,20.93,265.04,68.53,71.15,110.82,63.75,39.09,93.92,10.82,34.38,43.13,158.31,58.0
2019-01-07,36.98,102.06,53.8,81.48,138.05,3.59,22.33,20.57,23.8,47.45,142.22,229.26,43.21,118.15,47.44,56.44,141.56,37.33,94.5,110.56,33.19,31.53,100.76,176.02,25.56,41.71,392.91,55.61,47.64,42.74,98.17,46.61,173.64,73.38,47.8,127.01,240.08,90.37,115.28,71.92,224.75,69.13,43.23,89.4,159.48,68.56,31.51,177.04,207.0,180.22,75.72,46.95,109.53,92.12,95.65,46.62,63.57,1711.82,128.23,154.16,328.11,41.8266,97.41,63.09,127.55,138.65,20.82,268.08,68.73,71.52,112.26,63.47,40.17,94.51,11.0,33.97,43.07,159.29,58.94
2019-01-08,37.69,102.8,54.27,82.83,142.53,3.5,22.36,20.75,23.61,47.88,145.72,232.68,43.56,119.83,47.74,55.95,145.14,37.62,94.38,111.42,33.46,32.03,100.57,175.37,25.51,41.45,397.91,55.46,47.54,43.28,98.65,46.91,175.23,72.15,47.62,129.96,243.29,90.79,116.34,72.46,229.98,68.3,43.43,91.68,161.0,68.09,31.73,177.89,208.55,180.6,76.73,47.48,110.58,92.46,97.63,47.31,63.62,1686.92,129.77,156.92,340.53,40.9652,97.42,64.23,127.28,150.75,21.12,269.87,68.18,72.04,111.77,64.32,40.67,95.52,11.2,34.07,43.38,161.09,60.9
2019-01-09,38.33,104.27,54.08,82.97,144.23,3.56,22.57,20.19,24.63,47.78,145.99,235.43,43.32,120.69,48.01,56.61,145.87,38.09,96.24,112.67,33.78,32.0,100.4,176.47,25.76,41.74,400.19,56.38,47.8,43.83,98.83,47.41,173.66,72.44,47.76,128.93,243.64,87.81,117.21,71.9,236.39,69.44,43.34,92.5,172.37,67.94,31.63,179.73,209.9,180.29,76.59,46.57,107.49,90.95,97.03,47.27,63.88,1649.49,130.27,154.33,343.83,40.6781,97.92,64.48,127.88,150.36,21.33,270.54,69.06,72.42,113.27,66.45,41.24,99.19,11.51,34.37,43.2,159.68,61.31
