date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AMD,AVGO,ORCL,CRM,ADBE,CSCO,IBM,INTC,QCOM,ACN,NOW,TXN,DIS,CMCSA,NFLX,JPM,GS,BAC,MS,BLK,C,WFC,SCHW,AXP,USB,SPGI,ICE,BK,JNJ,UNH,ABBV,LLY,MRK,TMO,ABT,PFE,DHR,ISRG,GILD,WMT,HD,COST,MCD,NKE,KO,PEP,PG,LOW,TJX,SBUX,BKNG,CAT,DE,BA,GE,UPS,RTX,HON,UNP,CSX,LMT,ETN,XOM,CVX,COP,SLB,EOG,FCX,NEM,NEE,AMT,PLD
2016-05-25,24.91,52.12,36.91,35.42,117.89,1.13,14.64,4.18,15.36,40.13,83.57,99.61,28.92,151.69,31.39,55.98,118.55,14.15,60.44,99.86,29.32,10.02,65.52,161.25,14.92,27.78,364.09,46.94,50.5,30.64,65.31,42.96,111.25,54.0,42.21,113.35,133.42,61.22,74.54,53.94,151.16,38.68,34.35,66.95,71.45,86.51,23.49,133.2,144.54,123.26,55.99,44.38,,81.48,79.94,37.66,55.15,1270.18,72.57,80.49,128.86,144.0003,102.3,59.17,102.9,82.91,8.61,240.84,61.61,90.26,101.77,44.9,77.91,83.08,11.65,32.38,29.78,106.17,47.09
2016-05-26,25.1,51.89,36.85,35.75,119.47,1.14,15.01,4.35,15.3,39.95,83.35,99.37,28.9,152.44,31.49,55.74,118.41,14.01,60.77,99.81,29.18,10.28,65.03,159.22,14.7,27.42,363.1,46.11,50.55,30.15,65.23,42.67,110.39,53.6,42.03,112.9,132.98,61.9,75.52,53.77,151.2,38.89,34.43,66.64,70.8,85.29,23.62,134.05,149.71,123.79,55.84,44.69,,81.22,80.16,37.96,55.29,1269.02,72.08,80.27,129.31,143.6653,102.45,59.22,102.43,82.34,8.59,241.54,61.52,89.8,101.5,44.73,77.88,82.3,11.34,32.45,29.96,105.3,47.11
2016-05-27,25.09,52.32,37.38,35.61,119.38,1.15,14.87,4.6,15.33,40.07,83.77,100.14,28.92,152.84,31.57,55.27,118.94,14.15,61.02,100.29,29.45,10.33,65.43,159.53,14.88,27.53,365.09,46.58,50.85,30.63,65.52,42.95,111.47,54.04,42.27,113.06,134.0,62.71,74.99,53.85,152.13,39.3,34.61,66.45,70.74,85.82,23.58,133.94,149.08,123.25,56.19,44.78,,81.43,80.35,38.33,55.15,1273.0,71.96,80.5,129.22,144.1439,102.98,59.43,102.55,82.97,8.63,240.09,61.63,90.01,102.02,44.33,77.17,81.57,11.14,31.96,29.96,106.06,47.58
2016-05-31,24.97,53.0,37.44,36.14,118.81,1.17,14.88,4.57,15.44,40.2,83.71,99.47,29.05,153.74,31.59,54.92,118.97,14.33,60.6,99.22,29.65,10.26,65.27,159.48,14.79,27.37,363.85,46.57,50.72,30.58,65.76,42.82,111.81,54.22,42.06,112.69,133.67,62.93,75.03,53.64,151.77,39.63,34.7,66.08,70.52,87.06,23.59,132.12,148.77,122.06,55.22,44.6,,81.04,80.13,38.06,54.89,1264.33,72.51,82.29,126.15,144.6703,103.09,59.32,102.1,84.19,8.81,236.23,61.63,89.02,101.0,43.79,76.3,81.36,11.08,32.41,30.03,105.78,47.53
2016-06-01,24.61,52.85,37.42,35.97,118.78,1.17,14.64,4.43,15.48,40.26,83.45,100.04,28.9,152.51,31.66,54.79,119.01,14.63,61.07,98.52,29.85,10.15,65.69,159.97,14.86,27.49,364.59,46.94,51.0,30.81,65.91,43.0,110.8,53.82,42.25,112.78,134.53,62.83,74.94,53.71,153.06,39.5,34.75,66.27,70.85,86.58,23.5,131.83,152.52,121.97,54.93,44.7,,81.79,80.27,38.3,54.82,1278.0,72.27,82.83,126.41,144.096,102.89,59.19,102.2,84.11,8.74,238.08,61.65,89.24,101.13,44.06,75.86,80.75,10.6,32.66,30.04,105.47,47.79
2016-06-02,24.43,52.48,37.21,36.41,118.93,1.18,14.6,4.24,15.49,38.66,83.24,100.17,29.08,153.5,31.76,54.88,119.24,14.85,60.76,98.72,29.82,10.13,65.81,159.28,14.94,27.28,361.11,46.97,51.11,30.84,66.41,43.06,110.45,53.45,42.16,114.49,136.04,65.09,75.46,54.18,153.55,39.53,34.87,66.27,71.05,86.72,23.65,132.41,151.51,121.17,54.53,44.72,,81.95,80.76,38.5,54.62,1290.0,73.62,84.06,126.85,143.8089,103.05,59.45,102.73,84.61,8.81,237.83,61.75,88.53,100.53,44.38,75.45,80.49,10.66,32.35,29.95,106.56,48.01
2016-06-03,24.48,51.79,36.79,36.28,118.47,1.16,14.6,4.16,16.26,39.1,82.55,98.7,29.13,152.89,31.62,54.94,118.9,14.71,60.53,98.75,29.77,9.96,64.64,155.67,14.42,26.54,359.37,45.39,50.19,29.22,65.49,42.37,109.64,53.1,41.52,114.76,136.84,65.0,75.12,54.01,152.87,39.18,34.69,66.03,70.76,86.15,23.62,131.74,151.71,121.35,53.45,45.04,,82.47,80.01,38.22,54.61,1301.71,75.04,85.57,127.38,143.2825,103.12,59.23,102.96,86.38,8.88,238.92,61.45,88.37,100.66,44.18,75.63,79.71,11.11,35.4,30.45,106.97,48.46
2016-06-06,24.66,52.13,36.5,36.34,118.79,1.16,14.71,4.47,16.28,39.44,82.83,99.12,29.1,152.73,31.68,54.89,119.6,15.01,61.29,98.78,29.7,10.07,65.28,157.06,14.52,26.85,362.06,45.74,50.49,29.8,65.94,42.88,110.26,52.9,42.39,115.77,138.15,62.82,74.84,54.51,153.19,39.17,34.93,66.53,70.62,87.6,23.68,129.19,152.24,122.0,54.3,45.37,,82.77,78.45,38.0,55.59,1349.1,76.42,87.48,131.9,144.1439,103.11,59.78,103.64,86.85,8.83,239.4,62.67,89.34,101.17,45.52,79.09,81.27,11.65,35.43,30.44,107.2,48.32
2016-06-07,24.76,52.1,36.55,36.19,117.76,1.16,15.49,4.51,16.48,39.13,83.14,98.52,29.07,153.33,31.88,54.84,119.65,15.2,61.56,98.35,29.63,9.99,65.06,155.17,14.35,26.52,359.06,45.54,50.27,29.5,65.89,42.66,109.62,53.06,42.04,115.73,136.94,63.1,74.7,54.35,152.69,38.93,34.84,66.81,70.65,87.5,23.68,129.92,152.62,121.9,53.55,45.32,,82.32,79.54,38.13,55.3,1360.0,76.81,87.31,131.93,144.2396,103.87,59.84,103.47,87.57,8.82,239.5,62.53,90.71,103.32,47.54,80.1,85.42,11.24,34.95,30.28,107.87,49.01
2016-06-08,24.74,52.04,37.15,36.33,118.39,1.15,15.7,4.46,16.37,39.28,83.35,98.68,29.14,154.0,31.89,54.94,119.32,15.41,62.08,98.04,29.61,9.79,65.25,154.64,14.43,26.54,360.35,45.56,50.0,29.45,66.26,42.81,110.04,52.96,42.06,115.8,140.4,61.73,74.91,54.94,154.14,38.91,35.25,67.29,71.43,87.42,23.76,129.59,153.37,122.11,54.12,45.55,,82.65,78.88,38.49,55.22,1354.83,78.11,87.18,133.0,145.0531,104.69,60.2,104.11,89.04,9.0,240.38,63.14,90.79,103.09,47.49,80.81,85.36,11.58,35.38,30.73,107.56,49.36
2016-06-09,24.91,51.62,37.13,36.38,118.56,1.18,15.29,4.52,16.41,39.05,82.73,98.07,29.14,153.42,31.94,54.98,119.44,15.11,62.14,97.84,29.48,9.71,64.75,153.17,14.19,26.08,357.96,45.01,49.14,29.09,65.71,42.54,110.04,52.5,41.65,117.0,140.68,60.75,74.43,54.52,154.15,38.87,35.31,67.44,72.02,85.77,23.7,129.3,154.05,122.79,54.94,45.76,,83.17,78.67,38.66,55.58,1340.07,77.16,86.95,133.1,144.7182,104.97,60.35,105.13,89.39,9.02,240.67,62.77,90.67,102.81,46.57,79.96,84.58,10.9,35.9,31.0,109.07,49.87
2016-06-10,24.71,51.48,36.66,35.9,116.62,1.16,14.59,4.32,16.08,38.74,81.83,97.09,29.03,152.37,32.04,53.83,118.27,14.81,61.91,97.34,29.42,9.38,63.84,149.89,13.83,25.54,346.97,43.9,48.34,28.45,64.97,41.96,107.51,52.26,41.24,117.01,139.24,61.0,73.95,54.17,151.8,38.4,35.29,66.72,71.29,84.45,23.71,128.83,154.87,122.36,55.11,45.99,,83.2,78.31,38.49,54.87,1318.9,76.03,85.67,131.14,143.761,104.52,60.16,104.66,88.78,8.93,240.58,61.62,89.98,101.98,44.51,78.53,81.56,10.36,35.79,30.96,108.79,49.92
2016-06-13,24.34,50.14,36.59,35.76,113.95,1.17,14.52,4.4,16.0,38.62,81.49,96.96,28.84,151.28,32.17,52.83,117.08,14.54,61.53,97.57,29.22,9.38,63.27,148.63,13.6,25.26,344.59,43.16,47.97,28.14,63.67,41.68,107.23,52.11,40.96,116.79,138.09,59.93,73.86,53.5,150.52,37.86,34.74,65.9,71.57,83.98,23.51,127.83,154.95,122.99,54.91,45.12,,82.57,77.5,38.0,55.04,1315.47,75.23,85.32,129.92,142.756,103.64,59.69,103.27,88.71,8.86,237.95,60.63,90.59,102.1,43.88,77.64,81.39,10.4,35.89,30.9,108.93,49.98
2016-06-14,24.36,49.83,36.66,35.96,114.94,1.17,14.33,4.39,15.9,38.83,81.09,96.98,28.96,151.06,32.14,52.7,118.09,14.6,61.9,98.4,29.34,9.41,62.08,146.19,13.26,24.6,339.79,41.96,46.88,27.98,61.07,41.19,106.86,51.6,40.15,117.12,137.87,59.9,74.32,53.63,147.98,37.66,34.99,66.28,71.67,83.57,23.65,125.24,155.87,122.51,54.12,45.04,,83.35,76.08,38.1,55.57,1304.1,74.86,85.15,130.5,145.6753,103.73,59.68,103.61,87.98,8.8,239.7,60.44,90.43,101.28,44.32,77.46,82.98,10.21,35.15,31.25,107.61,49.35
2016-06-15,24.29,49.69,36.61,35.71,114.6,1.18,14.51,4.42,15.84,38.44,81.99,97.02,28.65,150.68,31.61,53.28,117.45,14.89,61.69,98.27,29.2,9.43,61.97,146.16,13.34,24.72,339.55,42.01,46.78,28.46,61.42,41.02,107.08,51.31,40.26,116.41,137.26,60.4,73.71,53.48,147.41,37.43,34.79,65.98,71.68,83.04,23.71,126.53,154.86,122.25,54.31,45.01,,82.95,77.04,37.96,55.35,1305.42,75.07,84.83,130.16,146.3931,103.89,59.3,103.62,87.54,8.8,239.45,60.65,90.16,100.63,43.71,76.85,82.44,11.0,36.24,30.96,107.23,49.88
2016-06-16,24.39,50.39,36.21,35.88,114.39,1.19,14.53,4.75,15.86,38.64,81.64,97.19,28.87,151.06,31.69,53.42,118.3,14.74,62.06,98.38,29.56,9.54,62.22,146.63,13.31,25.07,339.46,42.12,46.85,28.51,61.93,41.06,107.49,51.31,40.16,116.64,138.66,60.9,74.25,54.83,147.23,37.5,34.75,66.56,71.5,83.51,23.77,127.36,156.42,122.47,53.47,45.31,,83.41,78.17,37.95,55.53,1323.89,74.99,85.12,129.37,146.6324,104.21,59.64,103.86,87.09,8.81,239.87,60.79,91.22,101.07,43.16,76.34,80.18,10.78,35.61,31.21,107.69,50.33
2016-06-17,23.83,50.13,35.21,35.32,113.02,1.17,14.36,5.26,15.6,39.68,80.5,95.58,28.95,151.99,31.76,53.55,117.57,14.41,61.62,99.0,29.21,9.45,62.28,145.64,13.4,25.31,341.88,42.48,46.6,28.38,61.86,41.11,106.74,50.73,40.06,115.48,137.69,60.01,73.86,53.29,146.24,37.39,34.22,65.68,71.3,82.65,23.65,127.14,155.89,122.27,53.71,44.79,,83.13,78.42,37.83,55.31,1309.24,75.93,86.0,129.82,146.441,105.02,59.69,103.98,87.58,8.92,237.56,61.62,90.72,101.57,44.15,77.5,80.89,11.14,35.65,31.28,106.94,49.86
2016-06-20,23.78,50.07,35.31,35.7,113.37,1.19,14.65,5.1,15.69,39.73,81.22,97.99,28.8,153.61,32.17,53.89,119.05,14.52,62.01,99.57,29.26,9.38,62.37,147.75,13.54,25.9,348.43,42.8,46.93,28.65,62.3,41.22,107.31,50.44,40.42,116.54,138.52,60.11,73.28,53.53,148.37,37.75,34.5,66.33,72.01,82.99,23.7,127.62,156.48,123.42,54.36,44.98,,83.04,78.59,38.31,55.38,1341.96,76.43,85.59,132.75,147.5417,106.1,59.98,105.0,88.09,9.0,238.64,62.29,91.12,102.61,44.69,77.59,83.19,11.55,35.33,31.06,107.42,49.89
2016-06-21,23.98,51.19,35.44,35.79,114.38,1.18,14.64,5.45,15.58,39.99,81.63,99.72,28.77,154.05,32.32,53.88,119.43,14.55,62.04,98.82,29.29,9.1,62.95,148.35,13.62,26.2,348.0,42.92,47.23,28.38,62.29,41.37,107.83,50.19,40.44,116.18,138.19,59.98,72.57,53.63,148.91,37.73,34.75,66.53,71.69,81.79,23.82,127.74,157.2,122.63,54.77,45.13,,83.41,78.33,38.63,55.81,1343.05,76.49,84.09,131.52,148.0681,106.67,59.91,105.21,87.65,8.88,238.55,61.85,91.53,103.24,44.8,78.52,84.91,11.61,34.83,31.07,109.44,49.97
2016-06-22,23.89,50.99,35.52,35.53,113.91,1.18,13.11,5.02,15.51,40.01,80.62,94.01,28.72,152.92,32.29,54.04,119.03,14.38,62.06,98.79,29.34,9.0,62.71,148.14,13.61,26.39,347.67,42.68,46.97,28.34,61.95,41.35,107.13,50.4,40.6,116.46,137.9,60.39,73.07,54.39,149.85,38.74,34.47,66.54,72.38,82.45,23.92,127.6,158.12,120.62,54.57,44.86,,83.57,78.35,38.52,55.61,1360.1,76.43,83.92,131.77,147.3024,105.95,59.78,104.56,87.49,8.85,238.17,61.76,91.17,102.29,43.99,78.27,83.6,11.5,35.72,30.91,109.4,50.03
2016-06-23,24.03,51.91,35.74,36.1,115.08,1.21,13.09,5.21,15.86,40.83,82.28,96.21,29.22,155.35,32.99,55.55,118.91,15.04,63.3,99.02,29.49,9.17,64.05,152.66,14.04,27.29,356.85,44.46,47.91,29.69,63.25,42.23,110.62,51.21,41.54,117.38,139.19,61.31,73.94,55.0,152.14,39.63,34.59,67.48,73.48,83.37,24.03,128.29,157.03,121.21,54.12,45.08,,84.21,78.57,38.44,56.13,1390.2,78.22,84.29,133.55,149.2645,107.22,60.35,105.23,88.54,9.0,240.0,62.82,91.8,104.44,45.63,79.59,84.5,11.77,35.39,30.95,111.47,50.09
2016-06-24,23.35,49.83,34.26,34.95,112.08,1.14,12.88,4.88,14.87,39.23,78.46,92.2,27.75,146.59,31.55,52.12,111.45,14.07,60.54,95.72,28.88,8.84,59.6,141.86,13.0,24.52,332.51,40.3,45.71,26.15,60.06,39.86,104.14,49.28,37.99,115.63,137.29,59.86,74.33,53.28,145.35,37.91,33.97,65.98,71.65,80.47,23.99,126.4,155.56,119.44,52.59,43.93,,82.26,77.06,37.33,54.68,1232.14,73.03,81.72,126.52,142.7082,104.41,58.33,101.34,85.25,8.57,239.7,58.03,89.39,101.9,43.17,76.66,81.06,10.58,37.19,30.95,108.27,48.14
2016-06-27,23.01,48.43,34.06,34.57,108.97,1.13,13.24,4.72,14.36,38.48,76.07,90.85,27.31,143.5,30.72,51.14,109.29,12.73,59.07,94.38,29.26,8.53,57.61,139.51,12.18,23.61,319.54,38.48,45.01,24.05,57.67,38.69,99.38,48.44,35.88,116.55,137.11,58.68,74.89,52.74,140.93,36.95,33.8,65.38,69.99,78.25,23.83,124.67,154.26,116.3,51.89,43.78,,81.23,76.32,36.77,53.69,1186.05,71.38,80.58,122.7,140.3154,103.77,57.34,99.98,82.49,8.16,239.29,55.57,88.86,100.36,40.78,75.07,78.59,10.13,37.69,31.97,108.89,46.92
2016-06-28,23.4,49.44,34.56,35.4,112.7,1.15,13.45,5.12,14.98,39.13,77.55,92.46,27.79,145.7,31.19,52.51,110.56,13.03,60.27,96.05,29.54,8.8,59.52,142.41,12.7,24.61,323.96,40.44,46.1,24.56,57.9,39.08,101.59,49.67,36.79,118.23,138.71,59.99,75.15,53.0,143.15,37.56,34.44,65.92,70.96,82.31,23.84,127.53,155.6,118.5,53.09,44.18,,82.46,78.03,37.27,54.85,1204.25,72.52,81.38,123.89,143.2825,104.69,58.41,102.31,84.8,8.37,240.91,56.86,90.91,101.63,41.95,76.63,81.75,10.69,37.17,32.12,110.8,47.96
2016-06-29,23.6,50.54,34.76,35.78,114.16,1.17,14.01,5.13,15.5,40.55,79.0,94.39,28.26,148.46,31.93,53.55,111.76,13.29,61.25,96.98,29.95,9.11,61.2,145.5,13.19,25.23,336.74,42.12,46.97,25.3,59.63,39.68,106.0,50.55,38.0,119.33,140.52,61.81,78.15,54.4,145.16,38.57,35.01,67.25,73.08,82.27,24.15,127.37,157.08,119.49,55.13,44.44,,83.91,77.76,38.16,56.74,1239.41,74.23,81.51,126.99,146.2017,106.34,59.26,102.67,86.28,8.56,244.08,58.09,92.46,103.42,43.91,77.83,83.44,10.77,37.69,31.94,113.0,49.11
2016-06-30,23.9,51.17,35.18,35.78,114.28,1.18,14.15,5.14,15.54,40.93,79.41,95.79,28.69,151.78,32.8,53.57,113.29,13.28,62.65,97.82,30.53,9.15,62.14,148.58,13.27,25.98,342.53,42.39,47.33,25.31,60.76,40.33,107.26,51.19,38.85,121.3,141.2,61.91,78.75,54.93,147.76,39.31,35.21,67.85,73.49,83.42,24.34,127.69,157.04,120.34,55.2,45.33,,84.67,79.17,38.62,57.12,1248.41,75.81,81.04,129.87,150.6524,107.72,60.48,104.34,87.25,8.69,248.17,59.73,93.74,104.83,43.6,79.08,83.42,11.14,39.12,32.6,113.61,49.04
2016-07-01,23.97,51.16,35.51,36.28,114.19,1.17,14.43,5.07,15.42,40.86,79.83,95.32,28.8,152.35,32.75,53.0,113.52,13.24,62.11,98.03,30.58,9.67,61.26,148.25,13.1,25.92,341.28,42.17,47.03,25.11,60.69,40.06,107.86,50.55,38.04,121.29,140.86,62.71,78.95,55.25,149.23,39.54,35.57,68.74,74.03,84.86,24.27,129.62,156.11,120.4,55.61,45.12,,84.78,79.6,38.48,56.99,1267.37,76.45,80.9,129.69,150.7002,108.36,60.59,104.5,87.34,8.74,249.35,60.27,93.84,104.15,43.51,79.52,84.78,11.35,40.34,32.43,113.6,48.74
2016-07-05,23.75,51.17,35.24,36.41,114.0,1.18,14.27,4.96,15.08,40.4,78.67,94.73,28.33,151.68,32.68,51.94,113.1,13.05,61.25,97.66,30.45,9.79,59.55,144.45,12.74,25.0,336.08,40.78,46.21,24.34,59.15,39.06,106.17,50.97,37.13,122.27,141.56,61.92,79.64,55.3,147.25,39.44,35.81,71.27,73.85,83.89,24.38,129.35,155.25,120.76,55.2,45.43,,85.44,79.42,38.31,56.77,1275.03,74.38,79.17,126.97,150.5088,108.45,59.35,103.36,87.16,8.56,249.51,58.72,93.02,103.57,41.7,77.63,82.76,10.5,40.38,32.72,113.83,49.54
2016-07-06,23.88,51.38,35.45,36.88,116.7,1.19,14.3,5.04,15.06,40.53,78.5,95.18,28.72,152.37,32.97,52.37,113.52,13.07,61.06,98.45,30.49,9.46,60.19,145.58,12.86,25.15,336.11,41.06,46.65,24.67,59.48,39.2,106.78,50.98,37.31,122.64,142.38,63.37,80.02,56.41,149.11,40.83,35.86,71.46,74.49,85.73,24.61,131.57,156.01,120.63,55.8,45.27,,85.03,80.09,38.81,56.75,1292.04,74.83,79.47,126.96,151.8966,107.72,59.79,104.78,87.44,8.66,250.08,59.45,94.09,104.58,41.9,78.06,82.76,10.89,41.42,32.72,112.4,49.37
2016-07-07,23.99,51.38,35.36,36.83,115.85,1.22,14.4,5.02,15.1,40.53,78.76,95.14,28.74,152.6,33.2,52.93,112.7,13.0,61.77,98.41,31.04,9.51,60.58,147.0,13.01,25.69,335.11,41.29,46.8,25.26,59.81,39.23,107.31,50.79,37.76,122.51,140.8,63.43,79.32,56.05,149.06,41.36,35.77,71.53,75.03,85.47,24.51,131.16,163.7,120.92,55.92,45.09,,84.83,80.48,38.63,56.91,1297.26,75.05,79.37,127.17,152.2795,107.85,60.14,104.15,88.03,8.63,249.77,60.11,92.96,103.05,41.51,77.7,81.61,10.67,40.96,32.08,112.2,48.75
2016-07-08,24.17,52.3,35.89,37.29,117.24,1.27,14.45,5.1,15.51,40.87,80.89,96.79,29.26,154.46,34.0,54.19,115.11,13.82,63.27,99.62,31.43,9.71,61.83,150.38,13.17,26.37,345.2,41.98,47.79,25.73,61.49,40.09,108.87,51.38,38.49,122.85,141.27,64.16,79.66,56.59,152.69,41.89,36.12,71.67,75.43,86.55,24.61,134.34,165.44,121.31,56.72,45.38,,85.77,82.34,39.48,56.51,1329.46,77.37,80.97,130.09,154.098,109.52,61.14,106.6,90.69,8.84,251.9,61.92,93.54,104.77,42.3,78.74,82.54,11.2,41.14,32.48,113.66,49.55
2016-07-11,24.25,52.59,36.36,37.69,117.87,1.3,14.99,5.01,15.74,40.78,81.66,97.14,29.43,155.33,34.38,54.12,115.46,13.77,63.4,99.98,31.57,9.47,62.27,152.19,13.21,26.46,347.5,42.29,48.08,25.78,62.16,40.3,110.26,51.59,38.59,122.93,140.32,64.35,79.14,56.58,152.34,42.12,36.15,70.98,74.86,86.25,24.69,135.15,166.72,122.0,56.83,45.57,,85.75,82.8,39.38,56.32,1351.03,77.8,80.99,132.04,154.1459,110.01,61.32,106.35,91.39,8.89,254.39,62.4,93.89,105.39,42.45,78.02,82.9,11.65,41.06,32.42,114.67,49.91
2016-07-12,24.36,53.21,36.63,37.41,117.93,1.32,14.98,5.14,15.86,41.42,81.93,97.54,29.61,157.04,34.94,54.62,116.5,14.09,64.38,100.2,31.45,9.6,63.2,156.92,13.54,27.37,357.37,43.44,48.35,26.76,63.0,40.67,112.98,52.1,39.37,122.92,139.86,65.5,79.67,56.83,154.38,42.47,36.24,71.21,75.03,86.63,24.42,134.84,166.28,122.25,58.06,45.58,,85.75,82.94,39.26,57.48,1345.43,79.8,82.42,130.81,154.3852,110.29,61.63,106.76,92.06,9.01,254.7,63.96,94.95,106.78,43.8,79.65,85.14,12.9,39.96,31.83,116.1,50.09
2016-07-13,24.22,53.51,36.47,37.13,116.78,1.32,14.84,5.09,15.74,41.46,81.33,97.34,29.75,158.02,35.01,54.83,116.83,14.03,64.54,99.88,31.3,9.64,63.16,157.92,13.44,27.16,357.5,43.33,48.27,26.43,63.1,40.63,113.86,51.92,39.41,123.0,141.48,64.77,79.36,56.78,154.8,41.97,36.31,71.83,74.76,85.75,24.54,133.56,166.78,122.82,57.99,45.74,,85.89,81.65,39.08,56.48,1338.65,79.69,82.96,130.11,154.8637,110.79,61.98,106.78,94.14,9.4,255.9,63.87,94.88,106.65,42.87,78.88,83.84,12.96,40.88,32.04,116.01,50.65
2016-07-14,24.7,53.74,36.79,37.06,117.29,1.33,14.77,5.17,16.08,41.67,81.56,97.7,29.76,160.28,35.2,54.88,116.77,14.03,64.81,99.97,31.39,9.8,64.12,162.54,13.65,28.0,355.19,44.45,48.94,26.92,63.61,41.25,115.2,52.51,39.69,123.18,140.84,63.62,80.59,56.88,157.73,42.28,36.92,71.69,75.07,85.54,24.57,134.54,166.94,123.93,58.49,45.69,,85.87,82.13,39.02,57.59,1346.18,80.06,83.64,131.55,156.1559,111.5,62.01,106.82,94.7,9.68,256.0,63.8,94.95,106.7,43.02,79.1,84.63,12.95,41.62,31.81,117.0,50.96
2016-07-15,24.7,53.7,36.78,36.77,116.86,1.32,14.69,5.14,16.12,41.77,81.4,97.83,29.82,159.78,35.07,54.75,115.09,14.2,64.85,99.8,31.33,9.84,64.18,161.64,13.66,28.01,356.85,44.33,47.71,27.03,63.78,41.89,115.64,52.61,39.79,123.0,141.33,63.32,80.22,56.86,157.04,42.1,36.77,71.73,74.49,86.67,24.56,134.78,166.41,123.61,57.87,45.63,,86.01,81.67,38.91,57.41,1330.57,80.7,83.41,132.39,157.3523,111.03,62.22,106.95,93.98,9.51,256.98,63.83,95.12,107.03,42.94,79.35,84.1,13.11,41.33,31.9,116.82,51.33
2016-07-18,24.96,53.96,37.66,36.8,119.37,1.32,15.08,5.51,16.23,41.64,81.63,97.79,29.91,159.86,35.05,55.35,114.14,13.97,65.19,100.15,31.32,9.88,63.96,163.33,14.11,28.21,357.78,44.57,48.28,27.1,63.99,41.88,116.86,52.58,39.93,123.14,140.75,63.56,79.95,56.28,157.05,42.09,36.64,71.75,74.5,86.93,24.61,136.34,167.51,123.8,57.74,45.63,,85.93,81.92,39.63,56.92,1341.36,79.82,83.82,133.43,157.4958,110.9,62.22,106.64,94.12,9.49,256.29,63.49,94.82,106.09,42.71,79.7,83.25,13.14,41.63,32.06,116.3,51.62
2016-07-19,24.97,53.09,37.67,37.0,120.61,1.34,15.02,5.41,16.05,41.08,81.37,97.79,29.92,159.58,35.15,55.14,113.37,14.0,64.94,99.47,31.42,8.58,63.86,161.41,14.26,28.19,356.58,44.35,48.37,27.48,64.16,41.97,116.58,52.83,39.71,125.25,142.59,63.32,79.97,55.93,156.64,41.8,36.64,71.69,74.66,85.44,24.55,136.98,168.12,126.5,57.76,45.63,,86.17,81.42,39.68,56.76,1327.0,79.74,83.26,134.66,157.5916,110.64,62.3,107.05,93.95,9.43,258.96,63.05,94.47,106.04,41.91,79.81,82.04,12.45,41.39,32.02,117.37,51.71
2016-07-20,24.99,55.91,37.85,37.29,121.92,1.36,15.22,5.41,16.27,41.25,82.14,98.4,30.63,161.36,35.69,55.82,115.45,14.53,65.45,98.22,31.44,8.79,63.93,161.77,14.4,28.78,359.78,44.47,48.61,27.92,64.48,41.97,117.11,52.54,40.01,125.14,143.02,63.41,80.28,56.06,157.69,42.65,36.68,72.14,78.12,86.66,24.6,137.41,168.04,126.06,57.76,45.51,,85.32,81.21,39.84,57.54,1352.83,79.69,82.81,134.72,156.8737,110.59,62.54,107.53,94.12,9.54,256.67,63.5,93.93,105.59,42.03,80.6,82.11,12.3,39.29,31.8,117.73,51.6
2016-07-21,24.86,55.8,37.72,37.22,120.61,1.33,14.7,5.22,16.04,41.07,81.7,96.34,30.58,160.45,34.27,59.93,112.36,14.21,64.91,98.01,31.39,8.6,63.69,160.05,14.27,28.87,359.5,44.13,48.3,27.86,63.43,41.88,116.83,52.49,38.6,125.15,142.87,63.89,80.4,56.06,156.2,43.04,36.71,72.06,76.77,87.24,24.51,136.07,167.05,127.18,56.99,45.45,,85.26,80.15,39.57,57.6,1332.5,80.01,82.22,133.53,155.9644,109.89,62.43,106.43,90.93,9.45,254.14,63.21,93.85,105.39,41.04,80.02,81.49,12.87,40.52,32.07,117.55,51.78
2016-07-22,24.67,56.57,37.96,37.24,121.0,1.37,14.82,5.84,15.97,41.08,82.55,98.06,30.71,162.07,34.66,61.15,112.86,14.53,65.49,97.71,31.6,8.59,64.04,160.41,14.38,28.92,363.05,44.3,48.32,28.18,64.28,42.19,117.31,52.63,39.19,125.03,143.69,63.81,81.59,56.08,156.89,43.17,36.74,72.01,76.6,86.55,24.52,136.52,167.47,128.26,56.73,45.83,,85.72,80.65,39.92,57.9,1327.4,79.38,80.12,133.47,153.428,110.36,62.01,103.7,92.85,9.49,257.31,63.38,94.01,105.66,40.76,81.61,80.98,12.67,41.27,32.45,117.84,52.57
2016-07-25,24.34,56.73,37.88,36.98,121.63,1.39,15.33,6.7,15.98,41.16,82.19,97.32,30.79,162.65,34.69,60.73,113.07,14.71,66.22,97.39,31.6,8.77,63.87,160.51,14.37,29.13,361.42,44.04,48.12,28.26,64.33,41.97,117.16,52.68,39.05,124.89,141.73,64.32,81.98,55.84,156.98,43.41,36.78,72.06,76.26,88.55,24.58,136.5,167.97,127.4,57.14,45.57,,85.8,80.99,40.38,57.95,1321.67,78.69,77.92,132.94,151.4181,110.1,61.72,103.59,92.28,9.46,255.62,63.47,92.2,103.07,40.24,80.71,78.75,12.38,40.13,32.37,116.87,52.99
